RT,accuracy,aff_lum,block_count,boxHeight,boxWidth,cat,catch_trial,checkFixDotFailed,checkObjectFailed,comp,contrast_side,corrDirection,corrDirectionMask,correct_response,cutoff_warning_msg,dev_for_warning,durCheck1,durCheck2,durationFix1,durationFix2,durationFix3,durationFix4,eTimeSacc1,eTimeSacc2,eTimeSacc3,eTimeSacc4,endX1,endX1Corr,endX1CorrDegrees,endX1CorrMask,endX1CorrMaskDegrees,endX1CorrMaskNorm,endX1CorrNorm,endX1CorrNormToContrast,endX1CorrNormToHandle,endX1Degrees,endX1Norm,endX1NormToContrast,endX1NormToHandle,endX2,endX2Corr,endX2CorrDegrees,endX2CorrMask,endX2CorrMaskDegrees,endX2CorrMaskNorm,endX2CorrNorm,endX2CorrNormToContrast,endX2CorrNormToHandle,endX2Degrees,endX2Norm,endX2NormToContrast,endX2NormToHandle,endX3,endX3Corr,endX3CorrDegrees,endX3CorrMask,endX3CorrMaskDegrees,endX3CorrMaskNorm,endX3CorrNorm,endX3CorrNormToContrast,endX3CorrNormToHandle,endX3Degrees,endX3Norm,endX3NormToContrast,endX3NormToHandle,endX4,endX4Corr,endX4CorrDegrees,endX4CorrMask,endX4CorrMaskDegrees,endX4CorrMaskNorm,endX4CorrNorm,endX4CorrNormToContrast,endX4CorrNormToHandle,endX4Degrees,endX4Norm,endX4NormToContrast,endX4NormToHandle,endXRaw1,endXRaw2,endXRaw3,endXRaw4,endY1,endY1Corr,endY1CorrNorm,endY1Degrees,endY1Norm,endY2,endY2Corr,endY2CorrNorm,endY2Degrees,endY2Norm,endY3,endY3Corr,endY3CorrNorm,endY3Degrees,endY3Norm,endY4,endY4Corr,endY4CorrNorm,endY4Degrees,endY4Norm,endYRaw1,endYRaw2,endYRaw3,endYRaw4,eye_used,file,fixCount,gap,gazeDur,handle_side,jitter_dur,large_fix_col,large_fix_size,latin_square_letter,mask_side,max_dev_fix,max_dev_object,max_samples,min_samples_fix,min_samples_object,n_blink,object,outlier,overall_rep,picture_name,refixProb,rep,response,response_hand,rtFromLanding,rtFromStim,rtFromSuccess,sTimeSacc1,sTimeSacc2,sTimeSacc3,sTimeSacc4,saccCount,saccDur1,saccDur2,saccDur3,saccDur4,saccLandingTime1,saccLandingTime2,saccLandingTime3,saccLandingTime4,saccLat1,saccLat2,saccLat3,saccLat4,scale,scale_item,scaled_height,scaled_width,startX1,startX1Corr,startX1CorrDegrees,startX1CorrMask,startX1CorrMaskDegrees,startX1CorrMaskNorm,startX1CorrNorm,startX1Degrees,startX1Norm,startX2,startX2Corr,startX2CorrDegrees,startX2CorrMask,startX2CorrMaskDegrees,startX2CorrMaskNorm,startX2CorrNorm,startX2Degrees,startX2Norm,startX3,startX3Corr,startX3CorrDegrees,startX3CorrMask,startX3CorrMaskDegrees,startX3CorrMaskNorm,startX3CorrNorm,startX3Degrees,startX3Norm,startX4,startX4Corr,startX4CorrDegrees,startX4CorrMask,startX4CorrMaskDegrees,startX4CorrMaskNorm,startX4CorrNorm,startX4Degrees,startX4Norm,startXRaw1,startXRaw2,startXRaw3,startXRaw4,startY1,startY1Corr,startY1CorrNorm,startY1Degrees,startY1Norm,startY2,startY2Corr,startY2CorrNorm,startY2Degrees,startY2Norm,startY3,startY3Corr,startY3CorrNorm,startY3Degrees,startY3Norm,startY4,startY4Corr,startY4CorrNorm,startY4Degrees,startY4Norm,startYRaw1,startYRaw2,startYRaw3,startYRaw4,stimOnset,subject_parity,symm,timestampFixOnset,timestampResponse,trialId,trial_count,visual_field,xCoG,xCoGMask,xFix1,xFix2,xFix3,xFix4,xStimNormal,yCoG,yCoGMask,yCoGMaskZero,yCoGZero,yFix1,yFix2,yFix3,yFix4,yStimNormal,y_stim,y_stim_degrees,driftCorr,exp,heavySide,half,sacc_dir
133.984808024,1.0,control,4.0,64.3333333333,165.666666667,garage,no,False,False,compatible,control, 'correction awayHandle', 'correction awayHandle',2.0,85.0,150.0,499.0,344.0,173.0,,,,2552591.0,,,,-30.8,18.4380396484,0.558728474195,18.4380396484,0.558728474195,0.111296013975,0.111296013975,,0.111296013975,-0.933333333333,-0.185915492958,,-0.185915492958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.2,,,,-35.4,-41.2504250274,-0.641198316488,-1.07272727273,-0.550259067358,,,,,,,,,,,,,,,,544.6,,,,undefined,PP15.asc,1.0,overlap,173.0,right,386.104384996,black,32.0,B,control,25.0,50.0,4000.0,50.0,50.0,0.0,hammer,0.0,26.0,asymm_garage_hammer,0.0,5.0,2.0,right,239.0,486.0,142.0,2552552.0,,,,1.0,39.0,,,,247.0,,,,208.0,,,,3.0,yes,180.0,240.0,-14.1,35.1380396484,1.06478908026,35.1380396484,1.06478908026,0.212100842948,0.212100842948,-0.427272727273,-0.0851106639839,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.9,,,,-193.3,-199.150425027,-3.09560246157,-5.85757575758,-3.00466321244,,,,,,,,,,,,,,,,386.7,,,,2552344.0,odd,asymm,2551834.0,2552830.0,8604.0,450.0,lower,-49.2380396484,-49.2380396484,-34.7,,,,512.0,585.850425027,585.850425027,5.8504250274,5.8504250274,174.9,,,,580.0,-196.0,-6.0,True,004A,left__,second,544.6
366.196817618,1.0,control,4.0,32.3333333333,176.333333333,garage,no,False,False,compatible,control, 'correction awayHandle', 'correction awayHandle',2.0,85.0,150.0,568.0,305.0,365.0,,,,2564702.0,,,,-23.2,10.0045987775,0.303169659923,10.0045987775,0.303169659923,0.0567368550707,0.0567368550707,,0.0567368550707,-0.70303030303,-0.13156899811,,-0.13156899811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.8,,,,-58.3,-58.4729809649,-1.80844271025,-1.76666666667,-1.80309278351,,,,,,,,,,,,,,,,510.7,,,,undefined,PP15.asc,1.0,zero,365.0,right,489.695570409,black,32.0,B,control,25.0,50.0,4000.0,50.0,50.0,0.0,paintbrush,0.0,26.0,asymm_garage_paintbrush,0.0,5.0,2.0,right,502.0,678.0,373.0,2564665.0,,,,1.0,37.0,,,,176.0,,,,139.0,,,,3.0,yes,180.0,240.0,-16.5,16.7045987775,0.506199962954,16.7045987775,0.506199962954,0.0947330743524,0.0947330743524,-0.5,-0.093572778828,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.5,,,,-183.9,-184.072980965,-5.69297879273,-5.57272727273,-5.68762886598,,,,,,,,,,,,,,,,385.1,,,,2564526.0,odd,asymm,2563955.0,2565204.0,8607.0,453.0,lower,-33.2045987775,-33.2045987775,-23.5,,,,512.0,569.172980965,569.172980965,0.172980964907,0.172980964907,141.2,,,,569.0,-185.0,-6.0,True,004A,left__,second,510.7
398.560264299,1.0,control,4.0,24.0,176.0,garage,no,False,False,compatible,control, 'correction towardsHandle', 'correction towardsHandle',2.0,85.0,150.0,505.0,260.0,221.0,352,,,2583165.0,2583404,,,2.4,-22.1764355818,-0.672013199449,-22.1764355818,-0.672013199449,-0.126002474897,-0.126002474897,,-0.126002474897,0.0727272727273,0.0136363636364,,0.0136363636364,-20.5,-45.0764355818,-1.36595259339,-45.0764355818,-1.36595259339,-0.25611611126,-0.25611611126,,-0.25611611126,-0.621212121212,-0.116477272727,,-0.116477272727,,,,,,,,,,,,,,,,,,,,,,,,,,,514.4,491.5,,,-4.8,-1.70274012166,-0.0709475050691,-0.145454545455,-0.2,-27.8,-24.7027401217,-1.0292808384,-0.842424242424,-1.15833333333,,,,,,,,,,,159.2,136.2,,,undefined,PP15.asc,2.0,zero,573.0,right,383.73446412,black,32.0,B,control,25.0,50.0,4000.0,50.0,50.0,0.0,chisel,0.0,29.0,asymm_garage_chisel,1.0,6.0,2.0,right,495.0,663.0,403.0,2583121.0,2583388,,,2.0,44.0,16,,,168.0,407,,,124.0,391,,,3.0,yes,180.0,240.0,-3.3,-27.8764355818,-0.844740472176,-27.8764355818,-0.844740472176,-0.158388838533,-0.158388838533,-0.1,-0.01875,3.8,-20.7764355818,-0.629588957025,-20.7764355818,-0.629588957025,-0.118047929442,-0.118047929442,0.115151515152,0.0215909090909,,,,,,,,,,,,,,,,,,,508.7,515.8,,,225.7,228.797259878,9.5332191616,6.83939393939,9.40416666667,-16.3,-13.2027401217,-0.550114171736,-0.493939393939,-0.679166666667,,,,,,,,,,,389.7,147.7,,,2582997.0,odd,asymm,2582487.0,2583660.0,8612.0,458.0,upper,24.5764355818,24.5764355818,4.2,-19.1,,,512.0,160.902740122,160.902740122,-3.09725987834,-3.09725987834,-235.2,-243.8,,,164.0,220.0,6.0,True,004A,right__,second,543.2
182.083544786,1.0,control,4.0,43.3333333333,176.333333333,kitchen,no,False,False,incompatible,control, 'correction awayHandle', 'correction awayHandle',1.0,85.0,150.0,479.0,264.0,139.0,165,,,2586729.0,2586886,,,-34.9,-4.00939926304,-0.121496947365,-4.00939926304,-0.121496947365,-0.0227376139681,-0.0227376139681,,-0.0227376139681,-1.05757575758,-0.197920604915,,-0.197920604915,-70.1,-39.209399263,-1.18816361403,-39.209399263,-1.18816361403,-0.222359542134,-0.222359542134,,-0.222359542134,-2.12424242424,-0.397542533081,,-0.397542533081,,,,,,,,,,,,,,,,,,,,,,,,,,,477.1,441.9,,,8.0,19.79068819,0.456708188999,0.242424242424,0.184615384615,-10.9,0.89068818995,0.020554342845,-0.330303030303,-0.251538461538,,,,,,,,,,,188.0,169.1,,,undefined,PP15.asc,2.0,overlap,304.0,right,364.265784154,black,32.0,B,control,25.0,50.0,4000.0,50.0,50.0,0.0,washingbrush,0.0,25.0,asymm_kitchen_washingbrush,1.0,4.0,1.0,left,294.0,455.0,191.0,2586690.0,2586870,,,2.0,39.0,16,,,161.0,318,,,122.0,302,,,3.0,yes,180.0,240.0,-17.4,13.490600737,0.408806082938,13.490600737,0.408806082938,0.0765062423646,0.0765062423646,-0.527272727273,-0.0986767485822,-34.1,-3.20939926304,-0.0972545231225,-3.20939926304,-0.0972545231225,-0.0182007519643,-0.0182007519643,-1.03333333333,-0.193383742911,,,,,,,,,,,,,,,,,,,494.6,477.9,,,209.8,221.59068819,5.11363126592,6.35757575758,4.84153846154,-2.8,8.99068818995,0.207477419768,-0.0848484848485,-0.0646153846154,,,,,,,,,,,389.8,177.2,,,2586568.0,odd,asymm,2586078.0,2587023.0,8613.0,459.0,upper,-30.890600737,-30.890600737,-32.8,-61.8,,,512.0,168.20931181,168.20931181,-11.79068819,-11.79068819,-207.9,-213.4,,,180.0,204.0,6.0,True,004A,left__,second,572.0
352.141159661,1.0,control,4.0,24.0,181.333333333,kitchen,no,False,False,incompatible,control, 'correction towardsHandle', 'correction towardsHandle',1.0,85.0,150.0,526.0,367.0,141.0,284,,,2632986.0,2633143,,,32.4,10.6465431765,0.322622520499,10.6465431765,0.322622520499,0.0587125542819,0.0587125542819,,0.0587125542819,0.981818181818,0.178676470588,,0.178676470588,31.8,10.0465431765,0.304440702317,10.0465431765,0.304440702317,0.0554037307525,0.0554037307525,,0.0554037307525,0.963636363636,0.175367647059,,0.175367647059,,,,,,,,,,,,,,,,,,,,,,,,,,,544.4,543.8,,,-47.7,-40.2597742043,-1.67749059184,-1.44545454545,-1.9875,-2.2,5.24022579572,0.218342741488,-0.0666666666667,-0.0916666666667,,,,,,,,,,,513.3,558.8,,,undefined,PP15.asc,2.0,overlap,425.0,right,414.939119134,black,32.0,B,control,25.0,50.0,4000.0,50.0,50.0,0.0,sharpeningsteel,0.0,26.0,asymm_kitchen_sharpeningsteel,1.0,5.0,1.0,left,493.0,726.0,359.0,2632948.0,2633129,,,2.0,38.0,14,,,233.0,390,,,195.0,376,,,3.0,yes,180.0,240.0,-3.1,-24.8534568235,-0.753135055259,-24.8534568235,-0.753135055259,-0.137059504542,-0.137059504542,-0.0939393939394,-0.0170955882353,35.6,13.8465431765,0.419592217468,13.8465431765,0.419592217468,0.0763596131054,0.0763596131054,1.07878787879,0.196323529412,,,,,,,,,,,,,,,,,,,508.9,547.6,,,-168.7,-161.259774204,-6.71915725851,-5.11212121212,-7.02916666667,-31.8,-24.3597742043,-1.01499059184,-0.963636363636,-1.325,,,,,,,,,,,392.3,529.2,,,2632753.0,odd,asymm,2632223.0,2633479.0,8625.0,471.0,lower,21.7534568235,21.7534568235,34.0,34.7,,,512.0,553.559774204,553.559774204,-7.44022579572,-7.44022579572,142.5,170.9,,,561.0,-177.0,-6.0,True,004A,right__,second,513.3
176.428636205,1.0,control,4.0,27.0,184.333333333,kitchen,no,False,False,compatible,control, 'correction smaller than 15', 'correction smaller than 15',1.0,85.0,150.0,485.0,295.0,123.0,101,,,2654442.0,2654584,,,15.6,2.14213200572,0.0649130910824,2.14213200572,0.0649130910824,0.0116209692896,0.0116209692896,,-0.0116209692896,0.472727272727,0.0846292947559,,-0.0846292947559,59.0,45.5421320057,1.38006460623,45.5421320057,1.38006460623,0.247064007264,0.247064007264,,-0.247064007264,1.78787878788,0.320072332731,,-0.320072332731,,,,,,,,,,,,,,,,,,,,,,,,,,,527.6,571.0,,,-11.5,-4.20770718495,-0.15584100685,-0.348484848485,-0.425925925926,-5.4,1.89229281505,0.0700849190761,-0.163636363636,-0.2,,,,,,,,,,,555.5,561.6,,,undefined,PP15.asc,2.0,overlap,224.0,left,375.896585129,black,32.0,A,control,25.0,50.0,4000.0,50.0,50.0,0.0,spoon,0.0,27.0,asymm_kitchen_spoon,1.0,6.0,1.0,left,291.0,478.0,183.0,2654402.0,2654567,,,2.0,40.0,17,,,187.0,329,,,147.0,312,,,3.0,yes,180.0,240.0,-9.6,-23.0578679943,-0.698723272554,-23.0578679943,-0.698723272554,-0.12508789147,-0.12508789147,-0.290909090909,-0.0520795660036,15.3,1.84213200572,0.0558221819915,1.84213200572,0.0558221819915,0.009993482852,0.009993482852,0.463636363636,0.0830018083183,,,,,,,,,,,,,,,,,,,502.4,527.3,,,-174.3,-167.007707185,-6.18547063648,-5.28181818182,-6.45555555556,1.9,9.19229281505,0.340455289446,0.0575757575758,0.0703703703704,,,,,,,,,,,392.7,568.9,,,2654255.0,odd,asymm,2653765.0,2654733.0,8630.0,476.0,lower,13.4578679943,13.4578679943,15.2,54.6,,,512.0,559.707707185,559.707707185,-7.29229281505,-7.29229281505,185.6,175.8,,,567.0,-183.0,-6.0,True,004A,right__,second,555.5
211.304729709,1.0,control,4.0,27.0,176.333333333,garage,no,False,False,incompatible,control, 'correction towardsHandle', 'correction towardsHandle',2.0,85.0,150.0,520.0,250.0,161.0,159,,,2664745.0,2664935,,,-30.7,23.1138704136,0.700420315564,23.1138704136,0.700420315564,0.13108055055,0.13108055055,,-0.13108055055,-0.930303030303,-0.174102079395,,0.174102079395,8.7,62.5138704136,1.8943597095,62.5138704136,1.8943597095,0.354521004236,0.354521004236,,-0.354521004236,0.263636363636,0.0493383742911,,-0.0493383742911,,,,,,,,,,,,,,,,,,,,,,,,,,,481.3,520.7,,,11.5,16.9217989139,0.626733293107,0.348484848485,0.425925925926,-5.0,0.421798913884,0.0156221819957,-0.151515151515,-0.185185185185,,,,,,,,,,,207.5,191.0,,,undefined,PP15.asc,2.0,zero,320.0,left,410.814524237,black,32.0,A,control,25.0,50.0,4000.0,50.0,50.0,0.0,screwdriver,0.0,26.0,asymm_garage_screwdriver,1.0,6.0,2.0,right,310.0,468.0,218.0,2664706.0,2664908,,,2.0,39.0,27,,,158.0,348,,,119.0,321,,,3.0,yes,180.0,240.0,-4.5,49.3138704136,1.4943597095,49.3138704136,1.4943597095,0.279662781174,0.279662781174,-0.136363636364,-0.0255198487713,-28.1,25.7138704136,0.779208194352,25.7138704136,0.779208194352,0.145825352062,0.145825352062,-0.851515151515,-0.159357277883,,,,,,,,,,,,,,,,,,,507.5,483.9,,,189.9,195.321798914,7.23414070051,5.75454545455,7.03333333333,-2.0,3.42179891388,0.126733293107,-0.0606060606061,-0.0740740740741,,,,,,,,,,,385.9,194.0,,,2664587.0,odd,asymm,2664056.0,2665055.0,8633.0,479.0,upper,-53.8138704136,-53.8138704136,-28.6,11.8,,,512.0,190.578201086,190.578201086,-5.42179891388,-5.42179891388,-189.2,-195.0,,,196.0,188.0,5.0,True,004A,left__,second,591.5
195.582201698,1.0,control,5.0,24.0,176.0,garage,no,False,False,incompatible,control, 'correction towardsHandle', 'correction towardsHandle',2.0,85.0,150.0,562.0,337.0,167.0,234,,,2749849.0,2750031,,,-8.6,15.9764355818,0.48413441157,15.9764355818,0.48413441157,0.0907752021695,0.0907752021695,,-0.0907752021695,-0.260606060606,-0.0488636363636,,0.0488636363636,2.6,27.1764355818,0.823528350964,27.1764355818,0.823528350964,0.154411565806,0.154411565806,,-0.154411565806,0.0787878787879,0.0147727272727,,-0.0147727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,503.4,514.6,,,25.8,28.8972598783,1.20405249493,0.781818181818,1.075,2.8,5.89725987834,0.245719161598,0.0848484848485,0.116666666667,,,,,,,,,,,210.8,187.8,,,undefined,PP15.asc,2.0,overlap,401.0,left,473.74110984,black,32.0,E,control,25.0,50.0,4000.0,50.0,50.0,0.0,chisel,0.0,30.0,asymm_garage_chisel,1.0,1.0,2.0,right,316.0,539.0,202.0,2749814.0,2750018,,,2.0,35.0,13,,,223.0,405,,,188.0,392,,,3.0,yes,180.0,240.0,5.6,30.1764355818,0.914437441873,30.1764355818,0.914437441873,0.171457020351,0.171457020351,0.169696969697,0.0318181818182,-7.5,17.0764355818,0.517467744904,17.0764355818,0.517467744904,0.0970252021695,0.0970252021695,-0.227272727273,-0.0426136363636,,,,,,,,,,,,,,,,,,,517.6,504.5,,,198.7,201.797259878,8.4082191616,6.02121212121,8.27916666667,28.1,31.1972598783,1.29988582826,0.851515151515,1.17083333333,,,,,,,,,,,383.7,213.1,,,2749626.0,odd,asymm,2749056.0,2750165.0,8634.0,480.0,upper,-24.5764355818,-24.5764355818,-7.5,0.5,,,512.0,181.902740122,181.902740122,-3.09725987834,-3.09725987834,-171.2,-198.3,,,185.0,199.0,5.0,True,004A,left__,second,594.8
226.627760182,1.0,control,5.0,29.3333333333,173.333333333,garage,no,False,False,compatible,control, 'correction smaller than 15', 'correction smaller than 15',2.0,85.0,150.0,516.0,238.0,154.0,252,,,2761144.0,2761314,,,6.9,5.69424867936,0.172552990284,5.69424867936,0.172552990284,0.0328514346886,0.0328514346886,,0.0328514346886,0.209090909091,0.0398076923077,,0.0398076923077,-29.2,-30.4057513206,-0.921386403656,-30.4057513206,-0.921386403656,-0.175417796081,-0.175417796081,,-0.175417796081,-0.884848484848,-0.168461538462,,-0.168461538462,,,,,,,,,,,,,,,,,,,,,,,,,,,518.9,482.8,,,-16.7,-15.4147538005,-0.525502970471,-0.506060606061,-0.569318181818,-16.2,-14.9147538005,-0.508457515926,-0.490909090909,-0.552272727273,,,,,,,,,,,177.3,177.8,,,undefined,PP15.asc,2.0,zero,406.0,right,406.897033261,black,32.0,A,control,25.0,50.0,4000.0,50.0,50.0,0.0,chisel2,0.0,29.0,asymm_garage_chisel2,1.0,1.0,2.0,right,325.0,472.0,234.0,2761107.0,2761300,,,2.0,37.0,14,,,147.0,317,,,110.0,303,,,3.0,yes,180.0,240.0,0.9,-0.305751320639,-0.00926519153451,-0.305751320639,-0.00926519153451,-0.00176394992676,-0.00176394992676,0.0272727272727,0.00519230769231,3.8,2.59424867936,0.0786135963443,2.59424867936,0.0786135963443,0.014966819304,0.014966819304,0.115151515152,0.0219230769231,,,,,,,,,,,,,,,,,,,512.9,515.8,,,180.1,181.3852462,6.18358793862,5.45757575758,6.13977272727,-15.4,-14.1147538005,-0.481184788653,-0.466666666667,-0.525,,,,,,,,,,,374.1,178.6,,,2760997.0,odd,asymm,2760477.0,2761469.0,8637.0,483.0,upper,1.20575132064,1.20575132064,5.3,-30.6,,,512.0,192.7147538,192.7147538,-1.28524619951,-1.28524619951,-204.7,-204.0,,,194.0,190.0,5.0,True,004A,right__,second,561.3
151.07840311,1.0,control,5.0,27.0,184.333333333,kitchen,no,False,False,incompatible,control, 'correction smaller than 15', 'correction smaller than 15',1.0,85.0,150.0,554.0,283.0,147.0,96,,,2768950.0,2769112,,,-10.3,3.15786799428,0.0956929695237,3.15786799428,0.0956929695237,0.0171312911082,0.0171312911082,,0.0171312911082,-0.312121212121,-0.055877034358,,-0.055877034358,-38.8,-25.3421320057,-0.767943394113,-25.3421320057,-0.767943394113,-0.137479920465,-0.137479920465,,-0.137479920465,-1.17575757576,-0.210488245931,,-0.210488245931,,,,,,,,,,,,,,,,,,,,,,,,,,,501.7,473.2,,,-9.3,-2.00770718495,-0.0743595253684,-0.281818181818,-0.344444444444,-17.6,-10.3077071849,-0.381766932776,-0.533333333333,-0.651851851852,,,,,,,,,,,550.7,542.4,,,undefined,PP15.asc,2.0,overlap,243.0,right,455.200145278,black,32.0,A,control,25.0,50.0,4000.0,50.0,50.0,0.0,spoon,0.0,28.0,asymm_kitchen_spoon,1.0,1.0,1.0,left,269.0,441.0,158.0,2768921.0,2769099,,,2.0,29.0,13,,,172.0,334,,,143.0,321,,,3.0,yes,180.0,240.0,-2.5,10.9578679943,0.332056605887,10.9578679943,0.332056605887,0.0594459384862,0.0594459384862,-0.0757575757576,-0.0135623869801,-7.7,5.75786799428,0.174480848312,5.75786799428,0.174480848312,0.0312361735675,0.0312361735675,-0.233333333333,-0.0417721518987,,,,,,,,,,,,,,,,,,,509.5,504.3,,,-177.4,-170.107707185,-6.30028545129,-5.37575757576,-6.57037037037,-8.2,-0.907707184946,-0.0336187846276,-0.248484848485,-0.303703703704,,,,,,,,,,,382.6,551.8,,,2768778.0,odd,asymm,2768218.0,2769219.0,8639.0,485.0,lower,-13.4578679943,-13.4578679943,-7.2,-42.6,,,512.0,552.707707185,552.707707185,-7.29229281505,-7.29229281505,166.8,158.2,,,560.0,-176.0,-6.0,True,004A,left__,second,550.7
210.19135393,1.0,control,5.0,43.3333333333,176.333333333,kitchen,no,False,False,incompatible,control, 'correction awayHandle', 'correction awayHandle',1.0,85.0,150.0,478.0,259.0,142.0,167,,,2784974.0,2785128,,,-22.7,8.19060073696,0.248200022332,8.19060073696,0.248200022332,0.0464495315895,0.0464495315895,,0.0464495315895,-0.687878787879,-0.128733459357,,-0.128733459357,-45.8,-14.909399263,-0.451799977668,-14.909399263,-0.451799977668,-0.0845523587696,-0.0845523587696,,-0.0845523587696,-1.38787878788,-0.259735349716,,-0.259735349716,,,,,,,,,,,,,,,,,,,,,,,,,,,489.3,466.2,,,-29.8,-18.00931181,-0.415599503309,-0.90303030303,-0.687692307692,-33.5,-21.70931181,-0.500984118693,-1.01515151515,-0.773076923077,,,,,,,,,,,184.2,180.5,,,undefined,PP15.asc,2.0,zero,309.0,right,372.685665267,black,32.0,A,control,25.0,50.0,4000.0,50.0,50.0,0.0,washingbrush,0.0,27.0,asymm_kitchen_washingbrush,1.0,1.0,1.0,left,334.0,478.0,219.0,2784942.0,2785118,,,2.0,32.0,10,,,144.0,298,,,112.0,288,,,3.0,yes,180.0,240.0,-4.8,26.090600737,0.790624264756,26.090600737,0.790624264756,0.147961818924,0.147961818924,-0.145454545455,-0.0272211720227,-26.0,4.89060073696,0.148200022332,4.89060073696,0.148200022332,0.027734975824,0.027734975824,-0.787878787879,-0.147448015123,,,,,,,,,,,,,,,,,,,507.2,486.0,,,170.4,182.19068819,4.20440049669,5.16363636364,3.93230769231,-35.2,-23.40931181,-0.540214887924,-1.06666666667,-0.812307692308,,,,,,,,,,,384.4,178.8,,,2784830.0,odd,asymm,2784350.0,2785308.0,8643.0,489.0,upper,-30.890600737,-30.890600737,-24.5,-49.9,,,512.0,202.20931181,202.20931181,-11.79068819,-11.79068819,-204.9,-201.0,,,214.0,170.0,5.0,True,004A,left__,second,568.2
419.897881339,1.0,control,5.0,32.0,176.0,garage,no,False,False,incompatible,control, 'correction awayHandle', 'correction awayHandle',2.0,85.0,150.0,411.0,253.0,130.0,469,,,2844037.0,2844186,,,-6.5,-27.6258078553,-0.837145692584,-27.6258078553,-0.837145692584,-0.156964817359,-0.156964817359,,0.156964817359,-0.19696969697,-0.0369318181818,,0.0369318181818,42.0,20.8741921447,0.632551277113,20.8741921447,0.632551277113,0.118603364459,0.118603364459,,-0.118603364459,1.27272727273,0.238636363636,,-0.238636363636,,,,,,,,,,,,,,,,,,,,,,,,,,,505.5,554.0,,,-16.5,-18.2018335026,-0.568807296957,-0.5,-0.515625,-27.2,-28.9018335026,-0.903182296957,-0.824242424242,-0.85,,,,,,,,,,,135.5,124.8,,,undefined,PP15.asc,2.0,zero,599.0,left,296.066280435,black,32.0,E,control,25.0,50.0,4000.0,50.0,50.0,0.0,wrench,0.0,27.0,asymm_garage_wrench,1.0,1.0,2.0,right,527.0,678.0,425.0,2844001.0,2844169,,,2.0,36.0,17,,,151.0,300,,,115.0,283,,,3.0,yes,180.0,240.0,-9.1,-30.2258078553,-0.915933571372,-30.2258078553,-0.915933571372,-0.171737544632,-0.171737544632,-0.275757575758,-0.0517045454545,-4.4,-25.5258078553,-0.773509328947,-25.5258078553,-0.773509328947,-0.145032999178,-0.145032999178,-0.133333333333,-0.025,,,,,,,,,,,,,,,,,,,502.9,507.6,,,235.3,233.598166497,7.29994270304,7.1303030303,7.353125,-13.4,-15.1018335026,-0.471932296957,-0.406060606061,-0.41875,,,,,,,,,,,387.3,138.6,,,2843886.0,odd,asymm,2843466.0,2844564.0,8658.0,504.0,upper,21.1258078553,21.1258078553,-5.4,57.6,,,512.0,153.701833503,153.701833503,1.70183350261,1.70183350261,-249.1,-244.3,,,152.0,232.0,6.0,True,004A,right__,second,519.5
168.529079932,1.0,control,5.0,64.3333333333,165.666666667,garage,no,False,False,incompatible,control, 'correction awayHandle', 'correction awayHandle',2.0,85.0,150.0,457.0,287.0,179.0,180,,,2862262.0,2862457,,,15.2,-34.0380396484,-1.03145574692,-34.0380396484,-1.03145574692,-0.205461003914,-0.205461003914,,0.205461003914,0.460606060606,0.0917505030181,,-0.0917505030181,49.9,0.661960351557,0.0200594045926,0.661960351557,0.0200594045926,0.00399573652851,0.00399573652851,,-0.00399573652851,1.51212121212,0.301207243461,,-0.301207243461,,,,,,,,,,,,,,,,,,,,,,,,,,,527.2,561.9,,,-12.6,-18.4504250274,-0.28679417141,-0.381818181818,-0.19585492228,-17.4,-23.2504250274,-0.361405570374,-0.527272727273,-0.270466321244,,,,,,,,,,,160.4,155.6,,,undefined,PP15.asc,2.0,overlap,359.0,left,339.941064626,black,32.0,E,control,25.0,50.0,4000.0,50.0,50.0,0.0,hammer,0.0,29.0,asymm_garage_hammer,1.0,2.0,2.0,right,279.0,463.0,176.0,2862222.0,2862443,,,2.0,40.0,14,,,184.0,379,,,144.0,365,,,3.0,yes,180.0,240.0,-9.4,-58.6380396484,-1.77691029238,-58.6380396484,-1.77691029238,-0.353951949588,-0.353951949588,-0.284848484848,-0.0567404426559,15.2,-34.0380396484,-1.03145574692,-34.0380396484,-1.03145574692,-0.205461003914,-0.205461003914,0.460606060606,0.0917505030181,,,,,,,,,,,,,,,,,,,502.6,527.2,,,210.0,204.149574973,3.17330945553,6.36363636364,3.26424870466,-9.8,-15.6504250274,-0.243270855348,-0.29696969697,-0.152331606218,,,,,,,,,,,383.0,163.2,,,2862078.0,odd,asymm,2861618.0,2862541.0,8662.0,508.0,upper,49.2380396484,49.2380396484,13.3,50.6,,,512.0,178.850425027,178.850425027,5.8504250274,5.8504250274,-221.6,-228.1,,,173.0,211.0,6.0,True,004A,right__,second,544.4
